"Month","Year","averagestormflow","day","date"
12,1984,21171.1143695015,"01",1984-12-01
12,1985,14889.314516129,"01",1985-12-01
12,1986,26691.1944202267,"01",1986-12-01
12,1987,18519.2396313364,"01",1987-12-01
12,1988,12631.3782991202,"01",1988-12-01
12,1989,3894.25984954737,"01",1989-12-01
12,1990,39613.2258064516,"01",1990-12-01
12,1991,18387.5576036866,"01",1991-12-01
12,1992,20152.4225423945,"01",1992-12-01
12,1993,23033.3333333333,"01",1993-12-01
12,1994,26287.6099706745,"01",1994-12-01
12,1995,13466.1290322581,"01",1995-12-01
12,1996,24620.7506203474,"01",1996-12-01
12,1997,10216.2944582299,"01",1997-12-01
12,1998,4150.20430107527,"01",1998-12-01
12,1999,13712.5558312655,"01",1999-12-01
12,2000,18101.2096774194,"01",2000-12-01
12,2001,16115.4838709677,"01",2001-12-01
12,2002,19314.6129032258,"01",2002-12-01
12,2003,20988.2098546615,"01",2003-12-01
12,2004,18102.1222410866,"01",2004-12-01
12,2005,27141.2186379928,"01",2005-12-01
12,2006,7251.41439205955,"01",2006-12-01
12,2007,32748.5663082437,"01",2007-12-01
12,2008,44881.2425328554,"01",2008-12-01
12,2009,24758.0353233105,"01",2009-12-01
12,2010,39768.3202997719,"01",2010-12-01
12,2011,22597.4290565123,"01",2011-12-01
12,2012,28358.3717357911,"01",2012-12-01
12,2013,35651.6129032258,"01",2013-12-01
12,2014,16371.9165085389,"01",2014-12-01
12,2015,23615.3629032258,"01",2015-12-01
12,2016,20058.698156682,"01",2016-12-01
12,2017,10260.0806451613,"01",2017-12-01
12,2018,24360.1018675722,"01",2018-12-01
12,2019,29477.2952853598,"01",2019-12-01
12,2020,20758.2795698925,"01",2020-12-01
12,2021,6470.83333333333,"01",2021-12-01
