"Month","Year","average_waterlevel","day","date"
12,1994,60.9514041745731,"01",1994-12-01
12,1995,67.431935483871,"01",1995-12-01
12,1996,58.6929032258065,"01",1996-12-01
12,1997,53.4790322580645,"01",1997-12-01
12,1998,48.7579032258065,"01",1998-12-01
12,1999,63.6767741935484,"01",1999-12-01
12,2000,73.3996774193548,"01",2000-12-01
12,2001,77.6441935483871,"01",2001-12-01
12,2002,79.0803225806452,"01",2002-12-01
12,2003,68.9964516129032,"01",2003-12-01
12,2004,50.7735483870968,"01",2004-12-01
12,2005,48.3161290322581,"01",2005-12-01
12,2006,62.7790322580645,"01",2006-12-01
12,2007,69.6774193548387,"01",2007-12-01
12,2008,68.7993548387097,"01",2008-12-01
12,2009,73.628064516129,"01",2009-12-01
12,2010,71.6812903225807,"01",2010-12-01
12,2011,66.7754838709677,"01",2011-12-01
12,2012,66.7487096774194,"01",2012-12-01
12,2013,71.9416129032258,"01",2013-12-01
12,2014,73.9241935483871,"01",2014-12-01
12,2015,72.1770967741935,"01",2015-12-01
12,2016,75.918064516129,"01",2016-12-01
12,2017,75.5096774193548,"01",2017-12-01
12,2018,62.2942659644503,"01",2018-12-01
12,2019,50.3122580645161,"01",2019-12-01
12,2020,56.8145161290323,"01",2020-12-01
12,2021,65.1688888888889,"01",2021-12-01
