AgencyCd,SiteNo,CasingDepthFrom,CasingDepthFromUnit,CasingDepthTo,CasingDepthToUnit,CasingMaterial,CasingDiameter,CasingDiameterUnit
"NCDWR","Q32D1",-0.60,feet,123.00,feet,"black ductile iron",4.00,"in"
