AgencyCd,SiteNo,CasingDepthFrom,CasingDepthFromUnit,CasingDepthTo,CasingDepthToUnit,CasingMaterial,CasingDiameter,CasingDiameterUnit
"NCDWR","P54H1",-1.32,feet,0.00,feet,"black ductile iron",6.00,"in"
