AgencyCd,SiteNo,ScreenDepthFrom,ScreenDepthFromUnit,ScreenDepthTo,ScreenDepthToUnit,holeSize,holeSizeUnit,ScreenMaterial,ScreenDiameter,ScreenDiameterUnit
"NCDWR","P54H1",0.00,feet,0.00,feet,"","","galvanized steel",6.00,"in"
